163633.3874,311992.0647,373169.7483,397982.7886,408726.7376,414059.1304,417152.7565,419445.5168,419959.2461,419567.8167
89621.71143,404918.4836,516763.7451,555779.4218,568456.3169,575712.0948,585142.9441,588035.5152,587379.9969,NA
12840.27853,56814.88777,84484.76631,95335.26468,98958.85068,99583.39608,99960.53929,100403.6882,NA,NA
11773.02503,60976.08404,90703.31837,99838.28687,103951.1925,106985.2289,108368.2643,NA,NA,NA
53293.14282,139710.8742,177132.1807,205157.1939,215562.6926,216945.1696,NA,NA,NA,NA
24329.47313,75362.46009,95369.27783,103422.3885,107440.3036,NA,NA,NA,NA,NA
32567.35021,186326.5575,239114.8303,263078.2724,NA,NA,NA,NA,NA,NA
6363.043708,75409.04679,103300.5922,NA,NA,NA,NA,NA,NA,NA
20414.21717,94619.0369,NA,NA,NA,NA,NA,NA,NA,NA
22121.7298,NA,NA,NA,NA,NA,NA,NA,NA,NA
