216063.7106,377144.3,412669.1286,433131.4537,442002.0653,446194.0682,449734.7665,451398.8611,454815.6938,455839.9719
233316.8243,407292.2682,449086.238,463609.3699,470337.3863,474891.2092,477831.8873,479248.9233,480259.8506,NA
276476.1304,461586.4535,505919.3611,523883.5695,529013.4813,532704.0065,535089.5864,536083.3229,NA,NA
306709.2563,521509.1801,566159.7285,584824.7949,591304.0093,594294.3551,597271.0508,NA,NA,NA
341486.472,581573.528,637498.0718,651001.3893,658257.894,663711.3304,NA,NA,NA,NA
375534.6584,633280.2191,688863.5047,706933.5985,716858.5047,NA,NA,NA,NA,NA
386750.2427,655512.9556,708901.9508,728708.9825,NA,NA,NA,NA,NA,NA
389219.3752,656497.0895,715456.081,NA,NA,NA,NA,NA,NA,NA
384893.1815,636729.7446,NA,NA,NA,NA,NA,NA,NA,NA
381784.9992,NA,NA,NA,NA,NA,NA,NA,NA,NA
