10243.3676,56239.04335,103240.2883,163758.6197,233168.6562,286911.6957,324065.7616,344174.4825,359876.8195,369056.9813
13873.24367,92831.66164,170523.0097,239076.4913,300155.0973,343530.3508,382068.1852,402747.3945,422394.2155,NA
10563.01182,63429.37562,134760.2876,203195.4298,259897.3844,303258.7285,338311.5438,359977.0543,NA,NA
8490.338912,50142.85918,110496.4374,162282.9634,208987.9118,254646.0491,284236.8559,NA,NA,NA
12477.73133,56864.16818,119994.8093,164640.965,202851.8349,233960.9379,NA,NA,NA,NA
10251.0903,61782.04537,115958.957,162916.6396,206157.0262,NA,NA,NA,NA,NA
14632.7513,98303.77835,182615.1866,229489.2501,NA,NA,NA,NA,NA,NA
12640.36796,95752.58394,174053.9928,NA,NA,NA,NA,NA,NA,NA
20305.46807,115632.7,NA,NA,NA,NA,NA,NA,NA,NA
11234.96191,NA,NA,NA,NA,NA,NA,NA,NA,NA
