156720.7415,345585.1627,435758.2526,504904.3089,550216.4547,591104.533,613229.5379,631785.5589,639472.4615,642125.3201
177078.178,346530.8596,463194.338,557082.0991,619761.6454,696821.025,734251.2409,756109.4225,766887.2857,NA
206553.9055,400876.4298,535855.8835,616158.8134,688370.7511,716500.0001,744190.872,765959.5731,NA,NA
215220.0334,452985.5746,607430.9135,731026.4648,816634.1337,863889.4697,897675.0691,NA,NA,NA
224880.3256,468333.1824,593149.345,729453.2043,841980.8282,901310.2044,NA,NA,NA,NA
234067.8277,475909.9792,610607.371,686133.7119,744710.0031,NA,NA,NA,NA,NA
234212.6935,442992.1016,580454.783,663211.4599,NA,NA,NA,NA,NA,NA
175309.8569,391143.4222,500520.5321,NA,NA,NA,NA,NA,NA,NA
197185.781,417577.9341,NA,NA,NA,NA,NA,NA,NA,NA
189722.4518,NA,NA,NA,NA,NA,NA,NA,NA,NA
